suburb,year,property_type,num_bedrooms,avg_price,avg_min_nights,avg_num_reviews,avg_occupancy_rate,lat,lon,n_transport_1km,n_school_1km,n_food_1km,n_shop_1km,n_hospital_1km,n_landmark_1km,n_transport_3km,n_school_3km,n_food_3km,n_shop_3km,n_hospital_3km,n_landmark_3km
TOORAK,2017,APARTMENT,3,265,2.75,12,0.362894993,-37.84216,145.017966,21,16,49,24,43,5,34,34,80,67,60,20
TOORAK,2017,HOUSE,2,152.5,2,7.25,0.201168248,-37.84216,145.017966,21,16,49,24,43,5,34,34,80,67,60,20
TOORAK,2017,HOUSE,1,76.64285714,1.857142857,8.142857143,0.249686346,-37.84216,145.017966,21,16,49,24,43,5,34,34,80,67,60,20
TOORAK,2017,HOUSE,3,682.2857143,5.285714286,4.285714286,0.155405257,-37.84216,145.017966,21,16,49,24,43,5,34,34,80,67,60,20
ARMADALE,2015,HOUSE,1,85.68,1.7,7.62,0.061944846,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2015,HOUSE,2,194.3571429,6,4,0.143279068,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2015,HOUSE,3,314.2,2.6,1.4,0.019239418,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2015,APARTMENT,1,82.39215686,1.862745098,6.37254902,0.075211324,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2015,APARTMENT,2,121.25,2.875,5.9375,0.111559411,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2015,APARTMENT,3,218.625,2.5,6.75,0.14699411,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2016,APARTMENT,1,81.83928571,2.339285714,6.875,0.137221973,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2016,APARTMENT,2,122.52,2.84,8.08,0.212806884,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2016,APARTMENT,3,307.6,2.8,5,0.08393366,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2016,HOUSE,1,84.78947368,1.789473684,10.52631579,0.120235418,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2016,HOUSE,3,312.5,3,7.5,0.144893848,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2016,HOUSE,2,207.1538462,2.461538462,9.769230769,0.212924711,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2017,APARTMENT,2,157,2.818181818,10.72727273,0.279847261,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2017,APARTMENT,1,85.6,2.3,10.1,0.199692619,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2017,APARTMENT,3,366.3333333,8.666666667,1.333333333,0.025396825,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2017,HOUSE,1,78.33333333,1.866666667,12.13333333,0.208594551,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2017,HOUSE,2,210.5,3.5,14,0.235460628,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
ARMADALE,2017,HOUSE,3,312.5,3,9,0.165377384,-37.85934,145.018505,21,11,71,26,43,5,33,27,80,63,60,20
WINDSOR,2015,HOUSE,1,73.54166667,2.6875,2.3125,0.024993406,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2015,HOUSE,2,182.4117647,4.088235294,5.352941176,0.210947978,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2015,HOUSE,3,265,3.6,0,0,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2015,APARTMENT,1,94.54782609,2.07826087,11.93043478,0.223495545,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2015,APARTMENT,2,181.2941176,2.764705882,6.529411765,0.142195911,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2015,APARTMENT,3,219.6666667,3,10.33333333,0.197383564,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2016,APARTMENT,1,98.97122302,2.26618705,12.08633094,0.299200067,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2016,APARTMENT,2,196.75,2.535714286,6.5,0.291515425,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2016,APARTMENT,3,220,2.333333333,24.66666667,0.472034293,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2016,HOUSE,1,70.16,1.5,5.2,0.143931481,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2016,HOUSE,3,293.95,4.7,0.9,0.149598155,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2016,HOUSE,2,218.7272727,3.303030303,8.484848485,0.261909865,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2017,APARTMENT,1,113.3793103,2.844827586,15.44827586,0.331987116,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2017,APARTMENT,2,186.25,2.5625,5.125,0.23635926,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2017,APARTMENT,3,220,2,38,0.542857143,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2017,HOUSE,2,209.9375,2.125,9.125,0.2078318,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2017,HOUSE,1,86.95238095,3.047619048,7.142857143,0.247239677,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
WINDSOR,2017,HOUSE,3,281.7777778,4.444444444,3.333333333,0.207971477,-33.608814,150.817481,13,6,52,27,28,9,23,16,63,31,30,16
KOOYONG,2015,HOUSE,3,274.75,2.5,9,0.211478799,-37.840702,145.032101,3,11,14,22,14,8,33,31,80,55,60,15
KOOYONG,2015,HOUSE,1,99.5,1,0,0,-37.840702,145.032101,3,11,14,22,14,8,33,31,80,55,60,15
KOOYONG,2015,APARTMENT,1,90,1.5,20.75,0.291743874,-37.840702,145.032101,3,11,14,22,14,8,33,31,80,55,60,15
KOOYONG,2015,APARTMENT,3,219.75,3,4.75,0.115211315,-37.840702,145.032101,3,11,14,22,14,8,33,31,80,55,60,15
KOOYONG,2016,HOUSE,3,292,3,33.66666667,0.63974359,-37.840702,145.032101,3,11,14,22,14,8,33,31,80,55,60,15
KOOYONG,2016,APARTMENT,1,87.4,1.8,11,0.153710039,-37.840702,145.032101,3,11,14,22,14,8,33,31,80,55,60,15
KOOYONG,2016,APARTMENT,3,219,3,7,0.142372881,-37.840702,145.032101,3,11,14,22,14,8,33,31,80,55,60,15
KOOYONG,2017,HOUSE,3,300,3,49,0.7,-37.840702,145.032101,3,11,14,22,14,8,33,31,80,55,60,15
KOOYONG,2017,APARTMENT,1,90,2,1,0.011019284,-37.840702,145.032101,3,11,14,22,14,8,33,31,80,55,60,15
SAINT KILDA,2015,APARTMENT,2,163.6725664,2.415929204,7.530973451,0.171132468,,,,,,,,,,,,,,
SAINT KILDA,2015,APARTMENT,1,105.2826855,2.402826855,3.650176678,0.066199603,,,,,,,,,,,,,,
SAINT KILDA,2015,APARTMENT,3,379.1111111,2.666666667,5.666666667,0.091523389,,,,,,,,,,,,,,
SAINT KILDA,2015,HOUSE,1,96.53571429,3.75,1.678571429,0.054660419,,,,,,,,,,,,,,
SAINT KILDA,2015,HOUSE,3,346.125,3.083333333,2.125,0.076106157,,,,,,,,,,,,,,
SAINT KILDA,2015,HOUSE,2,189.1,2,0.4,0.085900171,,,,,,,,,,,,,,
SAINT KILDA,2016,HOUSE,3,293.75,4.535714286,6.642857143,0.271011988,,,,,,,,,,,,,,
SAINT KILDA,2016,HOUSE,1,80.90322581,3.5,6.112903226,0.131015801,,,,,,,,,,,,,,
SAINT KILDA,2016,HOUSE,2,193,2.214285714,4.464285714,0.279124749,,,,,,,,,,,,,,
SAINT KILDA,2016,APARTMENT,1,104.4392097,2.579027356,9.212765957,0.199319167,,,,,,,,,,,,,,
SAINT KILDA,2016,APARTMENT,3,281.7916667,3.208333333,8.291666667,0.186680102,,,,,,,,,,,,,,
SAINT KILDA,2016,APARTMENT,2,174.0428571,3.123809524,13.22857143,0.299763271,,,,,,,,,,,,,,
SAINT KILDA,2017,HOUSE,3,295.2,4.1,12.8,0.367025866,,,,,,,,,,,,,,
SAINT KILDA,2017,HOUSE,2,162.5,2.3,6.4,0.391836603,,,,,,,,,,,,,,
SAINT KILDA,2017,HOUSE,1,81.71428571,2.971428571,10.28571429,0.237208145,,,,,,,,,,,,,,
SAINT KILDA,2017,APARTMENT,1,109.504918,2.839344262,13.7442623,0.29867129,,,,,,,,,,,,,,
SAINT KILDA,2017,APARTMENT,2,163.1574074,2.759259259,20.98148148,0.368770431,,,,,,,,,,,,,,
SAINT KILDA,2017,APARTMENT,3,240.75,4.083333333,10.91666667,0.311515523,,,,,,,,,,,,,,
SAINT KILDA,2017,APARTMENT,1,74.5,6.5,1,0.016949153,,,,,,,,,,,,,,
MALVERN EASAT,2015,APARTMENT,1,51,1,0,0,,,,,,,,,,,,,,
MALVERN EASAT,2016,APARTMENT,1,49,1,0,0,,,,,,,,,,,,,,
MALVERN,2015,APARTMENT,1,65.23529412,2.823529412,3.647058824,0.047237049,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2015,APARTMENT,2,131.5,3.166666667,4.666666667,0.117551292,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2015,APARTMENT,3,195,2,5,0.067034059,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2015,HOUSE,1,88.3,2.75,1.2,0.049696418,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2016,HOUSE,1,99.5,2.5,1.583333333,0.051072804,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2016,HOUSE,2,300,3,0,0,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2016,APARTMENT,1,67.19047619,2.714285714,2.714285714,0.250487044,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2016,APARTMENT,2,172.6666667,4.777777778,4.888888889,0.22888278,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2016,APARTMENT,3,144.8,2.6,17.6,0.267245053,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2017,APARTMENT,2,135,3,4.75,0.152501725,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2017,APARTMENT,3,121,3,24.5,0.35,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2017,APARTMENT,1,75.25,3.25,4.25,0.336897406,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2017,HOUSE,1,103,1.5,1.25,0.024188981,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2017,HOUSE,2,300,3,0,0,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
MALVERN,2017,HOUSE,3,494.5,7,7.5,0.35,-37.861427,145.028508,14,14,70,27,58,8,29,31,80,54,60,16
WINDSOR / PRAHRAN,2015,APARTMENT,1,80.5,3.5,2.25,0.26762796,,,,,,,,,,,,,,
WINDSOR / PRAHRAN,2016,APARTMENT,1,95,3,4,0.222222222,,,,,,,,,,,,,,
SOUTH MELBOURNE,2015,APARTMENT,1,118.3215859,2.585903084,12.11013216,0.162211626,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2015,APARTMENT,2,203.04,2.456,8.864,0.166855013,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2015,APARTMENT,3,429.7777778,2.888888889,10.66666667,0.218534887,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2015,HOUSE,1,104.5744681,1.755319149,19.31914894,0.198492355,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2015,HOUSE,2,222.2083333,3.708333333,4.291666667,0.130460238,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2015,HOUSE,3,590.6363636,3.090909091,4.818181818,0.081526549,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2016,APARTMENT,1,108.5720339,2.292372881,16.88559322,0.281245211,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2016,APARTMENT,2,225.3425926,2.546296296,11.36111111,0.267165327,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2016,APARTMENT,3,437.2352941,3.294117647,17.29411765,0.275815835,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2016,HOUSE,1,122.5942029,2.289855072,15.98550725,0.166891781,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2016,HOUSE,2,216.875,2.347222222,5.930555556,0.184637129,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2016,HOUSE,3,475.4285714,2.857142857,8.19047619,0.27466474,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2016,APARTMENT,1,119.5,1,5,0.379761905,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2017,APARTMENT,2,215.3636364,2.515151515,16.75757576,0.417361245,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2017,APARTMENT,1,113.9605263,2.171052632,24.72368421,0.386643138,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2017,APARTMENT,3,449.3333333,3.666666667,24,0.248138276,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2017,HOUSE,1,121.3478261,2.47826087,24.52173913,0.259872418,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2017,HOUSE,2,217.3461538,2.461538462,11.65384615,0.317656968,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2017,HOUSE,3,398.7,2.5,14.4,0.34470243,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
SOUTH MELBOURNE,2017,APARTMENT,1,121,1,9,0.101123596,-37.93291,145.033718,22,8,39,25,34,14,26,20,76,41,60,19
PORT MELBOURNE,2015,APARTMENT,1,125.547619,2.55952381,5.178571429,0.107147096,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2015,APARTMENT,2,240.9298246,4.026315789,4.403508772,0.171353085,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2015,APARTMENT,3,707.3333333,4.444444444,0.222222222,0.007579396,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2015,HOUSE,1,81.64516129,2.596774194,15.41935484,0.204693526,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2015,HOUSE,2,204.173913,2.652173913,5.47826087,0.085478011,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2015,HOUSE,3,327.6,3.375,1.6,0.045728629,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2016,HOUSE,3,369.6938776,3.408163265,3.346938776,0.188409169,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2016,HOUSE,2,250.6896552,2.068965517,9.103448276,0.169245827,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2016,HOUSE,1,87.48484848,2.742424242,13.68181818,0.210409117,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2016,APARTMENT,2,240.2066116,5.049586777,5.429752066,0.237207691,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2016,APARTMENT,1,119.59375,2.30625,9.925,0.200676177,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2016,APARTMENT,3,465.5,2.875,1.4375,0.258963316,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2017,APARTMENT,1,130.0933333,2.266666667,11.97333333,0.255726696,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2017,APARTMENT,2,225.5510204,3.387755102,8.183673469,0.242157493,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2017,APARTMENT,3,455,3.1,2.7,0.261652682,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2017,HOUSE,2,278.2727273,2.181818182,14,0.329101956,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2017,HOUSE,1,100.4583333,2.625,16.25,0.332981604,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
PORT MELBOURNE,2017,HOUSE,3,371.0869565,3.869565217,5.52173913,0.188465607,-37.975682,145.030468,20,10,7,19,8,11,21,20,74,45,49,20
ST KILDA WEST,2015,APARTMENT,1,118.7727273,3.378787879,14.12121212,0.26340022,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2015,APARTMENT,3,318.75,7,2,0.090348369,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2015,APARTMENT,2,250.3333333,1,2,0.014165567,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2015,HOUSE,1,127.2222222,1.333333333,4.111111111,0.054194002,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2015,HOUSE,2,308.6666667,6.666666667,1,0.050848183,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2016,APARTMENT,1,129.8478261,4.152173913,27.19565217,0.382983042,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2016,APARTMENT,3,319.3333333,7,2,0.495384615,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2016,APARTMENT,2,280.5,1.875,14.25,0.188500879,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2016,HOUSE,2,437,5,1.666666667,0.28313103,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2016,HOUSE,3,365,3,15,0.3102457,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2016,HOUSE,1,118.4,2,5.6,0.085853574,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2017,APARTMENT,2,257.75,1.75,32,0.359478093,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2017,APARTMENT,1,125.9,4.2,50.5,0.508069625,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2017,APARTMENT,3,319,7,2,0.7,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2017,HOUSE,3,345,3,37,0.7,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
ST KILDA WEST,2017,HOUSE,2,423,5,4,0.296296296,-37.860901,144.972523,20,9,72,27,19,21,26,27,80,59,60,23
SOUTHBANK,2015,APARTMENT,1,117.9684015,2.338289963,14.66171004,0.216795488,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2015,APARTMENT,2,226.7886179,2.850948509,16,0.259248865,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2015,APARTMENT,3,378.2647059,2.933823529,15.88235294,0.246445137,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2015,HOUSE,2,150,3.666666667,0,0,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2015,HOUSE,1,71.25,1.75,8.125,0.24210507,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2015,APARTMENT,1,63,6,2,0.24742268,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2016,APARTMENT,2,225.7277778,2.466666667,18.3037037,0.280282924,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2016,APARTMENT,1,112.751928,2.331619537,15.95758355,0.25670514,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2016,APARTMENT,3,368.1388889,2.541666667,26.02777778,0.334267699,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2016,HOUSE,1,64.71428571,2.285714286,16.71428571,0.499182076,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2016,HOUSE,3,350,5,1,0.7,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2016,HOUSE,2,164.5,3,5,0.35,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2017,APARTMENT,2,215.0368664,2.529953917,28.26267281,0.386282559,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2017,APARTMENT,1,112.8492754,2.420289855,20.64057971,0.330999428,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2017,APARTMENT,3,364.862069,2.482758621,37.89655172,0.450429027,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
SOUTHBANK,2017,HOUSE,1,56.66666667,5,22.33333333,0.543886744,-37.823258,144.965926,25,40,80,61,60,22,41,39,80,80,60,22
ALBERT PARK,2015,APARTMENT,1,121.9772727,2.227272727,12.11363636,0.16522803,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2015,APARTMENT,2,296.8888889,2.888888889,2.666666667,0.139853617,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2015,HOUSE,1,124.5555556,1.814814815,10.92592593,0.119475834,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2015,HOUSE,2,208.675,3.5,7.2,0.116051753,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2015,HOUSE,3,299.8,2.8,2.466666667,0.050592229,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2016,HOUSE,2,220.372093,2.837209302,7.930232558,0.1605509,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2016,HOUSE,3,340.6923077,2.769230769,4.461538462,0.331770119,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2016,HOUSE,1,125.56,1.96,11.54,0.133178588,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2016,APARTMENT,1,121.4893617,2.723404255,15.9787234,0.260917681,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2016,APARTMENT,2,235.4444444,2.833333333,4.555555556,0.293033764,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2017,HOUSE,3,575.2222222,3,3.888888889,0.263888447,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2017,HOUSE,2,202.5714286,2.285714286,12.85714286,0.243268167,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2017,HOUSE,1,127.3888889,1.944444444,17.22222222,0.194457616,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2017,APARTMENT,1,118.6521739,2.52173913,19.2173913,0.370131384,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
ALBERT PARK,2017,APARTMENT,2,222.375,3.125,8,0.319296163,-37.840705,144.95571,20,19,74,27,42,18,28,40,80,63,60,21
MIDDLE PARK,2015,APARTMENT,1,138.1923077,1.769230769,7.365384615,0.151511667,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2015,APARTMENT,2,347.1304348,3.304347826,2.130434783,0.025583072,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2015,APARTMENT,3,205.8,4.4,8.4,0.135905583,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2015,HOUSE,2,324.2307692,2.807692308,3,0.073574697,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2015,HOUSE,1,118.7027027,1.189189189,3,0.021973273,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2015,HOUSE,3,451,1.9,17.7,0.24325959,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2016,APARTMENT,1,123.5555556,2.155555556,11.91111111,0.257367726,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2016,APARTMENT,2,283.5416667,3.75,3.208333333,0.144435432,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2016,APARTMENT,3,223.3333333,5.166666667,13.33333333,0.382454197,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2016,HOUSE,1,147.4444444,1.388888889,5.25,0.075134004,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2016,HOUSE,2,238.0714286,3.321428571,4.75,0.14224515,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2016,HOUSE,3,419.8888889,2.666666667,15.77777778,0.227609619,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2017,HOUSE,1,148.9090909,1.545454545,9.909090909,0.170589819,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2017,HOUSE,2,297.3333333,2.75,6.166666667,0.219262919,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2017,HOUSE,3,317.5,2.5,29.5,0.557321444,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2017,APARTMENT,1,140.9090909,2.363636364,18.09090909,0.34502214,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
MIDDLE PARK,2017,APARTMENT,2,305.875,3.375,7.875,0.297157842,-37.849721,144.965136,14,10,43,21,22,11,25,31,80,64,60,25
